file_name,title_ch,journal_year,candidate_passages,minimum_string_distance,notes,target_strings,matching_strings,context_examples,execution_or_custody_passages,brain_death_passages,death_determination_passages,cardiorespiratory_arrest_passages,airway_or_ventilation_passages,consent_or_family_passages,donation_system_passages,donor_language_passages
2510.txt,股动静脉插管置入体外膜肺辅助序贯式双肺移植手术巡回护士的护理配合,2016,5,0.0,,面罩吸氧 | 协助麻醉医生进行支纤镜检查后进行供体气管插管 | 协助麻醉医生进行支纤镜检查后进行气管插管 | 脑死亡后插入气管导管 | 供体全身肝素化后，仰卧位，经口气管内插管,面罩吸氧 | 支气管镜定位，麻醉后留置尿管。协助麻醉师进行 | 管镜定位，麻醉后留置尿管。协助麻醉师进行 | 气管导管，纤维支气管 | 管导管，纤维支气管镜定位，麻醉后留置尿管,，给病人脱去衣裤，在上肢建立外周静脉，在尾骶部、双肩胛骨处、双侧髋部、双足跟或踝部贴康惠尔减压贴保护皮肤。2．2．2麻醉配合协助麻醉师给病人面罩吸氧，监测血压、心电图、血氧饱和度，局部麻醉下行桡动脉穿刺置管。得到确认供肺质量情况良好的报告后协助麻醉师全身麻醉诱导，置入双腔支气管导管 || ，监测血压、心电图、血氧饱和度，局部麻醉下行桡动脉穿刺置管。得到确认供肺质量情况良好的报告后协助麻醉师全身麻醉诱导，置入双腔支气管导管，纤维支气管镜定位，麻醉后留置尿管。协助麻醉师进行右颈内静脉穿刺，置入漂浮导管监测肺动脉压力；协助医生右锁骨下静脉穿刺，置入中心静脉导管；协助医生左 || 测血压、心电图、血氧饱和度，局部麻醉下行桡动脉穿刺置管。得到确认供肺质量情况良好的报告后协助麻醉师全身麻醉诱导，置入双腔支气管导管，纤维支气管镜定位，麻醉后留置尿管。协助麻醉师进行右颈内静脉穿刺，置入漂浮导管监测肺动脉压力；协助医生右锁骨下静脉穿刺，置入中心静脉导管；协助医生左股动 || 给病人面罩吸氧，监测血压、心电图、血氧饱和度，局部麻醉下行桡动脉穿刺置管。得到确认供肺质量情况良好的报告后协助麻醉师全身麻醉诱导，置入双腔支气管导管，纤维支气管镜定位，麻醉后留置尿管。协助麻醉师进行右颈内静脉穿刺，置入漂浮导管监测肺动脉压力；协助医生右锁骨下静脉穿刺，置入中心静脉导 || 病人面罩吸氧，监测血压、心电图、血氧饱和度，局部麻醉下行桡动脉穿刺置管。得到确认供肺质量情况良好的报告后协助麻醉师全身麻醉诱导，置入双腔支气管导管，纤维支气管镜定位，麻醉后留置尿管。协助麻醉师进行右颈内静脉穿刺，置入漂浮导管监测肺动脉压力；协助医生右锁骨下静脉穿刺，置入中心静脉导管,0,1,0,0,3,0,0,5
2527.txt,体外膜肺氧合在肺移植围术期的应用进展,2016,3,0.3,,供体手术气管插管 | 供体手术气管插管通气 | 供体心肺的切取气管插管,插管技术、体外管 | 包括插管技术、体外管 | 括插管技术、体外管径的,了较好的临床效果，其生存率为80%以上，ECMO对新生儿的疗效优于成人，对呼吸功能衰竭的疗效优于心脏功能衰竭［8］。ECMO技术要求高，包括插管技术、体外管径的选择、机械通气向ECMO的过渡、最小的肝素化、最理想的氧供、血液超滤技术的应用、维持体液平衡及营养供给等，同时在治疗中患者 || 获得了较好的临床效果，其生存率为80%以上，ECMO对新生儿的疗效优于成人，对呼吸功能衰竭的疗效优于心脏功能衰竭［8］。ECMO技术要求高，包括插管技术、体外管径的选择、机械通气向ECMO的过渡、最小的肝素化、最理想的氧供、血液超滤技术的应用、维持体液平衡及营养供给等，同时在治疗中 || 得了较好的临床效果，其生存率为80%以上，ECMO对新生儿的疗效优于成人，对呼吸功能衰竭的疗效优于心脏功能衰竭［8］。ECMO技术要求高，包括插管技术、体外管径的选择、机械通气向ECMO的过渡、最小的肝素化、最理想的氧供、血液超滤技术的应用、维持体液平衡及营养供给等，同时在治疗中患,0,0,0,0,3,0,0,3
2541.txt,中国肺移植面临的困难及对策,2016,10,0.25,,"供者气管插管 | 气管切开气管插管 | 供者行气管插管 | 供体心肺的切取气管插管 | 供体手术气管插管 | 供体手术气管插管通气 | 经气管切开气管插管建立人工呼吸 | 脑死亡后,气管插管 | 供心的切取供体气管插管后 | 供肺切取:供体气管插管",长期气管插管 | 支气管镜检查气管 | 是长期气管插管 | 的肺源都是长期气管插管 | 都是长期气管插管 | 气管的长度与支气管吻 | 取的肺源都是长期气管插管、呼吸 | 源都是长期气管插管 | 取的肺源都是长期气管插管,地利用供体。2．制定供肺标准、维护标准及转运流程：国外器官捐献一般均在48h内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对开展肺移植手术的巨大挑 || artialpressureofoxygen，ＰaＯ2）＞300mmＨg（1mmＨg＝0．133kＰa）；（5）胸片显示肺野相对清晰；（6）支气管镜检查气管内相对干净。此外，在国家层面，器官转运绿色通道的相关文件早日出台，规范转运流程，让移植手术环环相扣，可进一步扩大供体的利用率。 || 效地利用供体。2．制定供肺标准、维护标准及转运流程：国外器官捐献一般均在48h内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对开展肺移植手术的巨大 || 才能更有效地利用供体。2．制定供肺标准、维护标准及转运流程：国外器官捐献一般均在48h内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对开展肺移植手 || 有效地利用供体。2．制定供肺标准、维护标准及转运流程：国外器官捐献一般均在48h内完成，而我国一般均在1周左右完成捐献，许多情况下获取的肺源都是长期气管插管、呼吸机应用、合并肺部感染，我们常需要利用这类感染的肺源去拯救濒危的患者，术后围术期管理难度可想而知，这是对开展肺移植手术的巨,0,1,0,0,10,0,8,10
2569.txt,脑死亡器官捐献心脏移植供体保护性治疗与功能评价,2016,3,0.351818783912331,,供心的切取供体气管插管后 | 供体心肺的切取气管插管 | 供肺切取:供体气管插管,供体管理会议出台的供体管 | 体管理会议出台的供体管 | 供体选择管理及边缘供体,ber2016，Vol.4，No.5的方法之一，但是还会带来其他的问题如抗凝和血栓的风险、感染和肺动脉并发症等风险。2001年全美国器官移植供体管理会议出台的供体管理指南中明确提出，小体重供体会增加术后的风险，但正常体重（＞70kg）成年男性供体对多数病例都适合，考虑匹配时身高或体 || er2016，Vol.4，No.5的方法之一，但是还会带来其他的问题如抗凝和血栓的风险、感染和肺动脉并发症等风险。2001年全美国器官移植供体管理会议出台的供体管理指南中明确提出，小体重供体会增加术后的风险，但正常体重（＞70kg）成年男性供体对多数病例都适合，考虑匹配时身高或体重 || 了的供体心脏选择和管理标准。其中对边缘性供心的使用也进行了一些研究，本中心在2004年开始与陈忠华教授合作尝试进行脑死亡捐献心脏移植，此后在供体选择管理及边缘供体的使用方面陆续积累了一些经验［3］。特别是在年龄偏大、缺血时间偏长等所谓边缘性供体的使用中，结合供体心脏功能的判断和体外,0,1,0,0,3,0,1,3
2847.txt,1例艾森曼格综合征介入封堵同期体外膜肺下双肺移植的护理,2016,4,0.0,,面罩吸氧 | 供体手术气管插管 | 经气管切开气管插管建立人工呼吸 | 供肺切取:供体气管插管,面罩吸氧 | 剪供肺、受体气管 | 气管闭合器切断主支气管，全肺切 | 再次修剪供肺、受体气管,2．2术中配合2．2．1房间隔缺损封堵术的配合巡回护士配合：病人入一站式杂交手术室后卧于造影手术床上，身体两侧加挡板，开放外周静脉。协助麻醉面罩吸氧，监测血压、心电图、血氧饱和度，局部麻醉下行桡动脉穿刺置·5962·全科护理2016年9月第14卷第25期_x000C_管。得到确认供肺质量情况良 || 察血压、心率变化，递血管闭合器切断肺动脉、上下肺静脉，递气管闭合器切断主支气管，全肺切除后，保留标本送检。将修剪好的供肺取至手术台上，再次修剪供肺、受体气管残端，递4－0ＰＤＳ线连续缝合气管。修剪动脉残端，递5－0Ｐro－lene线连续缝合肺动脉。选择合适大小的心耳钳夹住左房袖，观 || 切断下肺韧带，游离上下肺静脉达心包起始部，游离肺动脉总干根部，递肺动脉阻断钳试夹，观察血压、心率变化，递血管闭合器切断肺动脉、上下肺静脉，递气管闭合器切断主支气管，全肺切除后，保留标本送检。将修剪好的供肺取至手术台上，再次修剪供肺、受体气管残端，递4－0ＰＤＳ线连续缝合气管。修剪动 || 夹，观察血压、心率变化，递血管闭合器切断肺动脉、上下肺静脉，递气管闭合器切断主支气管，全肺切除后，保留标本送检。将修剪好的供肺取至手术台上，再次修剪供肺、受体气管残端，递4－0ＰＤＳ线连续缝合气管。修剪动脉残端，递5－0Ｐro－lene线连续缝合肺动脉。选择合适大小的心耳钳夹住左房,0,0,0,0,3,0,0,4
3450.txt,脑死亡患者无偿器官捐献中供体器官维护的护理,2016,1,0.425962152118072,,经气管切开气管插管建立人工呼吸,人工气道管理核查指引单，从气管,有效供氧脑死亡供者随着时间的延续，发生坠积性肺炎、呼吸机相关性肺炎的可能性增加［2］。本科29例供体全部进行机械通气治疗。从患者入院时就建立人工气道管理核查指引单，从气管导管固定是否妥善；床头抬高30°~40°，每4小时检查胃储留量；是否正确评估患者的湿化效果，有创通气患者有湿化设,0,1,0,0,1,0,0,1
3501.txt,肺移植供体肺的维护及获取,2016,3,0.278312163512968,,气管切开气管插管 | 供体平卧位，气管插管 | 供体手术气管插管通气,支气管镜检查气管 | 病史，气管插管时间， | ．6支气管镜检查气管,2没有胸部外伤。2．3持续机械通气＜1周。2．4ＦiＯ2＝1．0，ＰＥＥＰ＝5，ＰaＯ2＞300mmＨg。2．5胸片显示肺野相对清晰。2．6支气管镜检查气管内相对干净。2．7痰培养无特别致病菌。3氧合指数小于300供体处理原则3．1严重肺部感染或者肺实质性病变短时间内不能好转，则放 || 介绍。图1无锡市人民医院肺供体获取流程示意图1肺移植团队抵达供体捐献医院后即再次评估供体1．1血型、年龄、性别、身高、体重、胸围。1．2了解病史，气管插管时间，有无误吸，痰培养结果，血气分析，胸片或胸部ＣＴ有无浸润阴影。1．3行床旁纤支镜检查、吸痰，了解支气管黏膜有无充血水肿，痰液 || 2．2没有胸部外伤。2．3持续机械通气＜1周。2．4ＦiＯ2＝1．0，ＰＥＥＰ＝5，ＰaＯ2＞300mmＨg。2．5胸片显示肺野相对清晰。2．6支气管镜检查气管内相对干净。2．7痰培养无特别致病菌。3氧合指数小于300供体处理原则3．1严重肺部感染或者肺实质性病变短时间内不能好转，,0,0,0,0,3,0,1,3
3541.txt,中国心脏死亡捐献供肾器官的维护,2016,9,0.25,,"供者气管插管 | 气管切开气管插管 | 供者行气管插管 | 供体手术气管插管 | 经气管切开气管插管建立人工呼吸 | 供者平卧位,气管插管 | 脑死亡后,气管插管 | 供体手术气管插管通气 | 供心切取配合,护士协助医生气管插管辅助呼吸",需要气管插管 | 都需要气管插管 | 都需要气管插管 | 都需要气管插管呼吸机辅助呼吸 | 者都需要气管插管 | 都需要气管插管 | 乎所有患者都需要气管插管呼吸机辅助呼吸,题。潜在供者在ＩＣＵ治疗期间，因为病情严重往往需要留置胃管、尿管、伤口引流管、静脉营养管、中心静脉导管等各种管道，几乎所有患者都需要气管插管呼吸机辅助呼吸；有时候长期卧床还可导致压疮、坠积性肺炎等，开放性损伤则造成软组织_x000C_？746？临床外科杂志2016 || 的难题。潜在供者在ＩＣＵ治疗期间，因为病情严重往往需要留置胃管、尿管、伤口引流管、静脉营养管、中心静脉导管等各种管道，几乎所有患者都需要气管插管呼吸机辅助呼吸；有时候长期卧床还可导致压疮、坠积性肺炎等，开放性损伤则造成软组织_x000C_？746？临床外科杂志20 || 难题。潜在供者在ＩＣＵ治疗期间，因为病情严重往往需要留置胃管、尿管、伤口引流管、静脉营养管、中心静脉导管等各种管道，几乎所有患者都需要气管插管呼吸机辅助呼吸；有时候长期卧床还可导致压疮、坠积性肺炎等，开放性损伤则造成软组织_x000C_？746？临床外科杂志201 || 医生的难题。潜在供者在ＩＣＵ治疗期间，因为病情严重往往需要留置胃管、尿管、伤口引流管、静脉营养管、中心静脉导管等各种管道，几乎所有患者都需要气管插管呼吸机辅助呼吸；有时候长期卧床还可导致压疮、坠积性肺炎等，开放性损伤则造成软组织_x000C_？746？临床外科杂志 || 生的难题。潜在供者在ＩＣＵ治疗期间，因为病情严重往往需要留置胃管、尿管、伤口引流管、静脉营养管、中心静脉导管等各种管道，几乎所有患者都需要气管插管呼吸机辅助呼吸；有时候长期卧床还可导致压疮、坠积性肺炎等，开放性损伤则造成软组织_x000C_？746？临床外科杂志2,0,1,0,0,9,0,0,9
3603.txt,心脏死亡器官捐献专科护士岗位的设立及实践,2016,1,0.465477516175151,,供心切取配合..气管插管,.2.4器官切取配合手术,者宣布死亡通知即打开无菌包、准备一次性物品，铺好无菌操作台。接供者入手术间，与人体器官获取组织、器官捐献协调员见证并留存默哀仪式影像资料。2.2.4器官切取配合手术医生进行器官切取，观察术中器官保存液灌注、引流情况，保持灌注、引流通畅。器官获取成功后，备好无菌肝袋、肾袋，留取器官，,0,0,1,0,1,0,1,1
3689.txt,心血管外科ICU 66例心脏移植患者医院感染发病率,2016,5,0.3,,供体手术气管插管 | 供体手术气管插管通气 | 供体心肺的切取气管插管 | 供心切取配合..气管插管 | 供心的切取供体气管插管后,术中使用气管插管 | 移植术中使用气管插管 | 气管插管、中心静脉置管 | 用气管插管、中心静脉置管,的原因有：心脏移植患者常有心肌病、冠脉粥样硬化性心脏病、心脏瓣膜病等基础疾病，心脏移植以急诊手术居多，移植术前供体感染状况未能有效监测，移植术中使用气管插管、中心静脉置管、导尿管等侵入性操作，且留置时间较长，移植术后均使用抗菌药物和免疫抑制剂。心脏移植术后发生ＩＣＵ医院感染的主要部 || 可能的原因有：心脏移植患者常有心肌病、冠脉粥样硬化性心脏病、心脏瓣膜病等基础疾病，心脏移植以急诊手术居多，移植术前供体感染状况未能有效监测，移植术中使用气管插管、中心静脉置管、导尿管等侵入性操作，且留置时间较长，移植术后均使用抗菌药物和免疫抑制剂。心脏移植术后发生ＩＣＵ医院感染的主 || ：心脏移植患者常有心肌病、冠脉粥样硬化性心脏病、心脏瓣膜病等基础疾病，心脏移植以急诊手术居多，移植术前供体感染状况未能有效监测，移植术中使用气管插管、中心静脉置管、导尿管等侵入性操作，且留置时间较长，移植术后均使用抗菌药物和免疫抑制剂。心脏移植术后发生ＩＣＵ医院感染的主要部位为下呼 || 有：心脏移植患者常有心肌病、冠脉粥样硬化性心脏病、心脏瓣膜病等基础疾病，心脏移植以急诊手术居多，移植术前供体感染状况未能有效监测，移植术中使用气管插管、中心静脉置管、导尿管等侵入性操作，且留置时间较长，移植术后均使用抗菌药物和免疫抑制剂。心脏移植术后发生ＩＣＵ医院感染的主要部位为下,0,0,0,0,5,0,0,5
3729.txt,心脏死亡器官捐献供肺获取的手术配合,2016,3,0.25,,快速胸部正中切口进胸 | 脑死亡后，用麻醉机维持呼吸 | 脑死亡后用麻醉机维持呼吸,刀胸部正中切口，递胸 | 脑死亡后，停用维持生命支持 | 判定为脑死亡后，停用维持,逐层套好，在第3个袋中放入敲好的无菌冰屑，从里到外第1个袋中放入Perfadex肺灌注液2000ml。供体消毒后迅速铺盖剖腹单，递22#切皮刀胸部正中切口，递胸骨锯正中切开胸骨，递组织剪纵行切开胸膜，开胸器牵开胸骨；递组织剪垂直向下剪开心包至膈肌，暴露升主动脉和肺动脉干；递3－0薇 || 洪波：男，本科，护师物1例。氧合指数（PaO2/FiO2）192~490mmHg。DCD患者依据“中国心脏死亡器官捐献分类标准”［6］判定为脑死亡后，停用维持生命支持措施，呼吸、心跳停止后发生心脏死亡。5例捐献患者家属同意捐献器官并签署了相关文件。5例供肺获取中，1例因感染、局部浸 || 术部邱洪波：男，本科，护师物1例。氧合指数（PaO2/FiO2）192~490mmHg。DCD患者依据“中国心脏死亡器官捐献分类标准”［6］判定为脑死亡后，停用维持生命支持措施，呼吸、心跳停止后发生心脏死亡。5例捐献患者家属同意捐献器官并签署了相关文件。5例供肺获取中，1例因感染、,0,2,0,2,2,2,2,3
4073.txt,矽肺患者33例肺移植术后护理,2016,1,0.461538461538461,,脑死亡后，用麻醉机维持呼吸,后继续应用呼吸机通气支持，,、受者ABO血型均相符，供、受者胸腔大小匹配。供肺的获取、灌注、保存方法见参考文献［6-7］。1．2治疗方法矽肺患者肺移植术后进入ICU治疗后继续应用呼吸机通气支持，采用压力控制通气限制气道峰压和预防支气管吻合口的气压伤。根据生命体征及血气分析结果调整呼吸机模式及参数。受者术后应用,0,1,0,0,1,0,0,1
0712.txt,中国一类捐献供体应用体外膜肺氧合技术的配合与监护,2017,7,0.25,,"供者气管插管 | 气管切开气管插管 | 供者行气管插管 | 供体手术气管插管 | 供体平卧位，气管插管 | 脑死亡后,气管插管 | 供体手术气管插管通气",拔除气管插管 | 疗，拔除气管插管 | ，拔除气管插管 | 持治疗，拔除气管插管 | 治疗，拔除气管插管,1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为过早启 || 2．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为过 || ．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为过早 || 2．2．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因 || ．2．1心率及血压的监测持续严密的进行心电监护，重点监测收缩压、平均动脉压和心率，严格按照规范的器官捐献获取流程完成相关工作，在撤除生命支持治疗，拔除气管插管、停用升压组药物后，严密监测捐献者血流动力学改变，随时反馈给医生血压及心率的变化，为医生及时启动和中止ECMO提供依据。因为,0,1,0,0,7,0,7,5
1478.txt,14例重症特发性肺动脉高压患者肺移植术后合并急性左心衰竭的护理,2017,2,0.278312163512968,,气管切开气管插管 | 供体手术气管插管通气,气管镜观察支气管 | 气管镜观察支气管病变,（≤30cmH2O）降低肺损伤程度。本组机械通气时间为（7.1±2.6）d。纤维支气管镜吸痰和活检在肺移植术后具有不可替代的作用。通过纤维支气管镜观察支气管病变，发现气道异常并提供病原学和病理学依据且对气道并发症进行治疗。1例术后第2天，责任护士发现2h内该患者SpO2由99%降低,0,0,0,0,2,0,0,1
1553.txt,心肺联合移植患者术后并发症的预防护理,2017,1,0.494818514459077,,供心的切取供体气管插管后,，依次吻合供心和受体气管,压91mmＨg，肺毛细血管楔压13mmＨg，提示阻力型肺动脉高压。在全麻低温体外循环下行同种异体原位心肺联合移植术，术中剪除受体的心脏、肺脏，依次吻合供心和受体气管、主动脉，排气后心脏自动复跳，再行供心和受体腔静脉和肺动脉吻合，彻底止血，逐层关胸。术后对患者进行密切监护，积极防治排,0,0,0,0,1,0,0,1
1632.txt,1例肺动脉高压患者心肺联合移植的护理,2017,3,0.222222222222222,,供者行气管插管 | 经气管切开气管插管建立人工呼吸 | 脑死亡后迅速气管插管进行机械通气,再次行气管插管 | 气管插管。术后第11天拔除气管 | 行气管插管。术后第11天拔除气管,3天患者出现谵妄，实施早期活动。术后第4天拔除气管插管，鼻导管给氧。术后第6天心率184次/min，血压74/48mmHg，SpO265%，再次行气管插管。术后第11天拔除气管插管，给予高流量氧疗。术后第34天转入移植病房继续治疗。2护理供心为去神经心脏，CHLT术后4.5h患者出 || 者出现谵妄，实施早期活动。术后第4天拔除气管插管，鼻导管给氧。术后第6天心率184次/min，血压74/48mmHg，SpO265%，再次行气管插管。术后第11天拔除气管插管，给予高流量氧疗。术后第34天转入移植病房继续治疗。2护理供心为去神经心脏，CHLT术后4.5h患者出现重度 || 患者出现谵妄，实施早期活动。术后第4天拔除气管插管，鼻导管给氧。术后第6天心率184次/min，血压74/48mmHg，SpO265%，再次行气管插管。术后第11天拔除气管插管，给予高流量氧疗。术后第34天转入移植病房继续治疗。2护理供心为去神经心脏，CHLT术后4.5h患者出现重,0,1,0,0,3,0,0,3
1843.txt,心脏移植后他克莫司预防急性排斥效果的研究,2017,1,0.465477516175151,,供心切取配合..气管插管,.2.1供心切取：所有捐,型符合输血原则，供受体体重相差低于20%。术前均须超声心动评估供心功能情况，多巴胺、多巴酚用量＜10μg/（kg·min）。1.2手术方法1.2.1供心切取：所有捐献者家属均在术前器官获取组织（organprocurementorganazation，OPO）与红十字会签署自愿捐献,0,0,0,0,1,1,1,1
1928.txt,肺移植围术期病人多重耐药菌感染的护理,2017,11,0.222222222222222,,"供者行气管插管 | 供者气管插管 | 气管切开气管插管 | 供体手术气管插管 | 经气管切开气管插管建立人工呼吸 | 供体平卧位，气管插管 | 脑死亡后,气管插管 | 供体手术气管插管通气 | 进行供心、肺切取,吸净气管分泌物,气管插管给氧 | 脑死亡后迅速气管插管进行机械通气 | 脑死亡后气管紧急插管,纯氧通气",能与行气管插管 | 与行气管插管 | 可能与行气管插管 | 可能与行气管插管、呼吸机、氧气 | ，可能与行气管插管、 | ，可能与行气管插管 | 同病人身上流行，可能与行气管插管、呼吸机、氧气 | ，可能与行气管插管、呼吸机、氧气,菌用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能有效控制多重耐药菌 || 用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能有效控制多重耐药菌在 || 胞菌用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能有效控制多重耐药 || 单胞菌用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能有效控制多重耐 || 、37例铜绿假单胞菌用套式ＰＣＲ法进行了耐药菌株基因检测，结果表明存在多重耐药情况和克隆传播医院感染。［结论］相同耐药克隆株在肺移植围术期不同病人身上流行，可能与行气管插管、呼吸机、氧气湿化瓶、病人用具、医务人员手工操作以及无心跳供体（ＤＣＤ）模式部分供体携带有关。积极的护理干预能,0,3,0,0,11,0,0,11
2312.txt,心脑死亡供肺的选择策略,2017,19,0.25,,"供者气管插管 | 气管切开气管插管 | 供体手术气管插管 | 脑死亡后迅速气管插管进行机械通气 | 供者行气管插管 | 供体手术气管插管通气 | 协助麻醉医生进行支纤镜检查后进行气管插管 | 协助麻醉医生进行支纤镜检查后进行供体气管插管 | 供体平卧位，气管插管 | 脑死亡后气管紧急插管,纯氧通气 | 供肺切取:供体气管插管 | 经气管切开气管插管建立人工呼吸 | 进行供心、肺切取,吸净气管分泌物,气管插管给氧 | 脑死亡后迅速气管插管 | 脑死亡后插入气管导管 | 供体心肺的切取气管插管 | 供心的切取供体气管插管后 | 脑死亡后,气管插管 | 脑死亡后,紧急气管插管",气管导管、供 | 支气管镜检查气管 | 换气管导管、供体 | 机械通气的管理：机械通气在脑死亡 | 换气管导管、供 | 更换气管导管、供体转 | 进行肺复张，如施行支气管镜检查、更换气管 | 进行肺复张，如施行支气管镜检查、更换气管导管 | 通气的管理：机械通气在脑死亡患 | 更换气管导管、供体转运 | 施行支气管镜检查、更换气管导管 | 进行肺复张，如施行支气管镜检查、更换气管导管、 | 脑死亡供体进行支气管 | 供选择的供肺，需细心管 | 可供选择的供肺，需细心管 | 死亡供体进行支气管 | 管理：多数患者脑死亡后,ux等［30］均指出进行肺复张试验的时机包括：①短时脱机，由于缺乏PEEP支持，导致肺泡再次塌陷，需及时进行肺复张，如施行支气管镜检查、更换气管导管、供体转运、行窒息试验后；②PaO2/FiO2下降至300mmHg以下时；③存在肺部感染、肺水肿、肺不张时。肺复张试验的方法包括：①叹 || 20包/年；②没有胸部外伤；③持续机械通气时间＜1周；④FiO2＝1.0，PEEP＝5，PaO2＞300mmHg；⑤胸片显示肺野相对清晰；⑥支气管镜检查气管内相对干净；⑦痰培养无特别致病菌。2供肺的评估供肺的评估采取动态评估的方式进行，由初步评估及最终评估组成。初步评估由ICU医生 || eux等［30］均指出进行肺复张试验的时机包括：①短时脱机，由于缺乏PEEP支持，导致肺泡再次塌陷，需及时进行肺复张，如施行支气管镜检查、更换气管导管、供体转运、行窒息试验后；②PaO2/FiO2下降至300mmHg以下时；③存在肺部感染、肺水肿、肺不张时。肺复张试验的方法包括：① || 等［27］对72例脑死亡供体进行支气管镜检查时发现，胸片正常且PaO2＞400mmHg的26例供体，纤支镜异常者有10例（占38%）。3.3机械通气的管理：机械通气在脑死亡患者中往往伴随着较高的通气量，而通气量与急化肺损伤的发生发展有关［28］。传统通气模式为潮气量（tidalvo || seux等［30］均指出进行肺复张试验的时机包括：①短时脱机，由于缺乏PEEP支持，导致肺泡再次塌陷，需及时进行肺复张，如施行支气管镜检查、更换气管导管、供体转运、行窒息试验后；②PaO2/FiO2下降至300mmHg以下时；③存在肺部感染、肺水肿、肺不张时。肺复张试验的方法包括：,0,6,0,0,19,0,0,19
